id,diacritics,no_diacritics
233216,Trepte osebite le-au ieșit din urna sorții.,Trepte osebite le-au iesit din urna sortii.
68767,"Nu cred explicația ei că și pentru dânsa a fost o surpriză, că a fost o propunere care a venit așa, dintr-un amendament prin lege.","Nu cred explicatia ei ca si pentru dansa a fost o surpriza, ca a fost o propunere care a venit asa, dintr-un amendament prin lege."
145859,"Același lucru l-a făcut și actuala soție, care și-a asumat în mod nereal că se afla la volan, ea fiind, în fapt, pe locul din dreapta șoferului.","Acelasi lucru l-a facut si actuala sotie, care si-a asumat in mod nereal ca se afla la volan, ea fiind, in fapt, pe locul din dreapta soferului."
75592,"Banca Națională a mai remarcat că dinamica anuală a creditului acordat sectorului privat „și-a accelerat substanțial ascensiunea, atingând în luna august nivelul de 6,5%, vârful ultimilor cinci ani”, în condițiile amplificării fluxului de credite noi, concomitent cu restrângerea operațiunilor de externalizare a creditelor neperformante.","Banca Nationala a mai remarcat ca dinamica anuala a creditului acordat sectorului privat „si-a accelerat substantial ascensiunea, atingand in luna august nivelul de 6,5%, varful ultimilor cinci ani”, in conditiile amplificarii fluxului de credite noi, concomitent cu restrangerea operatiunilor de externalizare a creditelor neperformante."
228677,"De sînteți vînători, atunci unde vă sînt vînaturile?","De sinteti vinatori, atunci unde va sint vinaturile?"
84370,"  Prima platforma va cuprinde 5 țări din Europa de Vest:  Italia, Spania, Austria, Republica Cehă, va fi finalizată până în 2021.","  Prima platforma va cuprinde 5 tari din Europa de Vest:  Italia, Spania, Austria, Republica Ceha, va fi finalizata pana in 2021."
189644,Câțiva protestatarii au amenințat cu blocarea porților combinatului.,Cativa protestatarii au amenintat cu blocarea portilor combinatului.
387800,Soarele rotund și palid se prevede pintre nori Ca un vis de tinerețe printre anii trecători.,Soarele rotund si palid se prevede pintre nori Ca un vis de tinerete printre anii trecatori.
189918,Au venit încă două persoane.,Au venit inca doua persoane.
148397,"Pentru guvern, obiectivul referendumului din 1 octombrie este irevocabil, iar renunțarea nu face parte din scenariile noastre"", a spus Turull.","Pentru guvern, obiectivul referendumului din 1 octombrie este irevocabil, iar renuntarea nu face parte din scenariile noastre"", a spus Turull."
58623,"La momentul finalizării acestor discuții vom comunica viitorii chiriași ai primei clădiri din complexul Campus 6“, a spus Anne-Marie Diaconu, Leasing & Asset Coordinator care a refuzat să confirme numele companiilor în discuție.","La momentul finalizarii acestor discutii vom comunica viitorii chiriasi ai primei cladiri din complexul Campus 6“, a spus Anne-Marie Diaconu, Leasing & Asset Coordinator care a refuzat sa confirme numele companiilor in discutie."
43289,"I-ar fi fost imposibil să performeze cu un PSD pe care din păcate îl descoperă astăzi ca răul absolut, abia astăzi, la aproape un an de la alegeri.","I-ar fi fost imposibil sa performeze cu un PSD pe care din pacate il descopera astazi ca raul absolut, abia astazi, la aproape un an de la alegeri."
198694,"Datele ce vor fi făcute publice pe 14 februarie de INS vor indica, cel mai probabil, o creștere economică spre 7%, cel mai mare procent de după anii de boom economic, 2004-2008.","Datele ce vor fi facute publice pe 14 februarie de INS vor indica, cel mai probabil, o crestere economica spre 7%, cel mai mare procent de dupa anii de boom economic, 2004-2008."
208225,Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.
349637,Soldații începură să tragă.,Soldatii incepura sa traga.
250579,Mai bine iau o săracă Ce cu mîna ei se-mbracă.,Mai bine iau o saraca Ce cu mina ei se-mbraca.
112897,"Cât câștigă un director de calitate în producție astăzi, 00:05 Autor: Adelina Mihai Citeste si: Un salariu pe zi în România.","Cat castiga un director de calitate in productie astazi, 00:05 Autor: Adelina Mihai Citeste si: Un salariu pe zi in Romania."
92742,„Următorul pas este semnarea contractului de închiriere și reînnoirea avizelor care au fost luate de la celelalte instituții și care au valabilitate doar un an.,„Urmatorul pas este semnarea contractului de inchiriere si reinnoirea avizelor care au fost luate de la celelalte institutii si care au valabilitate doar un an.
146010,"Azi avem aproape mai multe universități decât licee, între care mă refer la cele din urmă, ca să sporim confuzia și mai mult, unele sunt colegii și altele colegii naționale.","Azi avem aproape mai multe universitati decat licee, intre care ma refer la cele din urma, ca sa sporim confuzia si mai mult, unele sunt colegii si altele colegii nationale."
82184,Articol publicat în ediția tipărită a Ziarului Financiar din data de 27.09.2017.,Articol publicat in editia tiparita a Ziarului Financiar din data de 27.09.2017.
135909,"Președinția Forumului este deținută anual de către fiecare stat membru, Poliția de Frontieră Română aflându-se la al patrulea mandat.","Presedintia Forumului este detinuta anual de catre fiecare stat membru, Politia de Frontiera Romana aflandu-se la al patrulea mandat."
32144,"""Avem o luptă anticorupție pe care o ducem cu determinare și cu rezultate foarte bune, chiar dacă unii politicieni nu s-au împăcat cu acest gând"", a subliniat Iohannis.","""Avem o lupta anticoruptie pe care o ducem cu determinare si cu rezultate foarte bune, chiar daca unii politicieni nu s-au impacat cu acest gand"", a subliniat Iohannis."
188383,"Frate, te-ai luptat bine cu turcul!... și l-a bătut pe umeri.","Frate, te-ai luptat bine cu turcul!... si l-a batut pe umeri."
269887,"Stai de nu ne săgeta, Că noi ție că ți-om da Surioara soarelui, Nepoțica zînelor, Frumoasa frumoaselor.","Stai de nu ne sageta, Ca noi tie ca ti-om da Surioara soarelui, Nepotica zinelor, Frumoasa frumoaselor."
28062,"Dacă își va proteja șeful politic de atunci și de acum, Dragnea va fi iar martor.","Daca isi va proteja seful politic de atunci si de acum, Dragnea va fi iar martor."
331675,«Du-te-n odaia ta!» Liceanul s-a dus.,«Du-te-n odaia ta!» Liceanul s-a dus.
253381,Zaharia Duhu a rămas încovoiat pe banca de lemn.,Zaharia Duhu a ramas incovoiat pe banca de lemn.
35478,"În tabelul de mai jos sunt prezentate scenarii în care ROBOR3M atinge niveluri de 2%, 3% și 4% și sunt realizate comparații între noua rată lunară și cea plătite la momentul acordării și respectiv la 1,07,2017.","In tabelul de mai jos sunt prezentate scenarii in care ROBOR3M atinge niveluri de 2%, 3% si 4% si sunt realizate comparatii intre noua rata lunara si cea platite la momentul acordarii si respectiv la 1,07,2017."
168523,"Pentru a putea avea acces la informatii trebuie să vă abonați la ZF Corporate sau la unul din cele 12 fluxuri ale sale, profilate pe sectoare de activitate (Bănci, Retail, Agricultură, Energie și altele) - vezi prezentarea video a ZFCorporate .","Pentru a putea avea acces la informatii trebuie sa va abonati la ZF Corporate sau la unul din cele 12 fluxuri ale sale, profilate pe sectoare de activitate (Banci, Retail, Agricultura, Energie si altele) - vezi prezentarea video a ZFCorporate ."
252665,Hora e prea încetinică.,Hora e prea incetinica.
198981,"""Vom dezvolta puternic cele nouă baze pe care le avem"" Nelu Iordache se luptă pentru Blue Air la patru ani după ce activele firmei au fost vândute cu 6 milioane de lei Compania aeriană Blue Air, deținută de antreprenori locali, va renunța începând cu 17 februarie la zborurile din Timișoara spre Cluj și Iași (și retur), motivând neînțelegeri cu reprezentanții aeroportului din Timișoara.","""Vom dezvolta puternic cele noua baze pe care le avem"" Nelu Iordache se lupta pentru Blue Air la patru ani dupa ce activele firmei au fost vandute cu 6 milioane de lei Compania aeriana Blue Air, detinuta de antreprenori locali, va renunta incepand cu 17 februarie la zborurile din Timisoara spre Cluj si Iasi (si retur), motivand neintelegeri cu reprezentantii aeroportului din Timisoara."
170859," De asemenea, Uniunea Europeană introduce noi reguli care se vor aplica în acest caz."," De asemenea, Uniunea Europeana introduce noi reguli care se vor aplica in acest caz."
41458,"Decizia ANCOM, luată după câteva luni de consultări, va fi prezentată în data de 9 octombrie în cadrul unei ședințe a Consiliului Consultativ al ANCOM, în cadrul căreia reprezentanții operatorilor de telecom se întâlnesc cu cei ai arbitrului telecom.","Decizia ANCOM, luata dupa cateva luni de consultari, va fi prezentata in data de 9 octombrie in cadrul unei sedinte a Consiliului Consultativ al ANCOM, in cadrul careia reprezentantii operatorilor de telecom se intalnesc cu cei ai arbitrului telecom."
154902,Datoriile comerciale au inregistrat o crestere de 8% fata de 31 Decembrie 2016 ca urmare a activitatii operaționale.,Datoriile comerciale au inregistrat o crestere de 8% fata de 31 Decembrie 2016 ca urmare a activitatii operationale.
2429,În liniștea mare a cuprinsurilor s-a auzit în depărtare sunînd ploaia.,In linistea mare a cuprinsurilor s-a auzit in departare sunind ploaia.
204692,"Creditarea agriculturii, creștere de 13% în 2017.","Creditarea agriculturii, crestere de 13% in 2017."
191889,Un simptom și un cuțit înfipt în ochi.,Un simptom si un cutit infipt in ochi.
211999,"Se vedea zidul de apă cum se depărtează, fulgerînd și bubuind.","Se vedea zidul de apa cum se departeaza, fulgerind si bubuind."
178759,  Articol publicat în ediția tipărită a Ziarului Financiar din data de 04.01.2018.,  Articol publicat in editia tiparita a Ziarului Financiar din data de 04.01.2018.
237351,"Omul nu e numai o ființă care, cu șiretenie ori cu brutalitate, călcînd și strivind pe alții, caută să-și cucerească un loc la ospățul vieții.","Omul nu e numai o fiinta care, cu siretenie ori cu brutalitate, calcind si strivind pe altii, cauta sa-si cucereasca un loc la ospatul vietii."
59242,Funcționează ca profesor la școli medii din Baia de Arieș și Cluj.,Functioneaza ca profesor la scoli medii din Baia de Aries si Cluj.
181050,Ursul începu a striga: Nu mă omorî... ci mai bine scoate-mi stepul ce mi-a intrat în labă.,Ursul incepu a striga: Nu ma omori... ci mai bine scoate-mi stepul ce mi-a intrat in laba.
214314,"Ademenea zburătoarele – și jumulite, nejumulite, ți le păpa.","Ademenea zburatoarele – si jumulite, nejumulite, ti le papa."
57532,"Forumul investitorilor în franciză Paul Voicu, managing partener, Francize.ro: Există loc de creștere pe piața locală de francize pe toate domeniile de activitate astăzi, 09:46 Autor: Cristina Bellu În România, există loc de creștere pe piața locală de francize pe toate domeniile de activitate, atât pentru brandurile românești, cât și pentru cele internaționale, a spus Paul Voicu, Managing Partener, Francize.ro, în cadrul evenimentului Forumul investitorilor în franciză, organizat de Ziarul Financiar.","Forumul investitorilor in franciza Paul Voicu, managing partener, Francize.ro: Exista loc de crestere pe piata locala de francize pe toate domeniile de activitate astazi, 09:46 Autor: Cristina Bellu In Romania, exista loc de crestere pe piata locala de francize pe toate domeniile de activitate, atat pentru brandurile romanesti, cat si pentru cele internationale, a spus Paul Voicu, Managing Partener, Francize.ro, in cadrul evenimentului Forumul investitorilor in franciza, organizat de Ziarul Financiar."
292167,"De cînd ne-a oropsit, Mai de tot am calicit.","De cind ne-a oropsit, Mai de tot am calicit."
113884,Articol publicat în ediția tipărită a Ziarului Financiar din data de 10.11.2017.,Articol publicat in editia tiparita a Ziarului Financiar din data de 10.11.2017.
961,"Fruntea i s-a brobonit de sudoare rece, iar în creier s-a învolburat o apă tulbure, cînd fierbinte, cînd înghețată.","Fruntea i s-a brobonit de sudoare rece, iar in creier s-a involburat o apa tulbure, cind fierbinte, cind inghetata."
49185,"„Acesta este doar începutul“, a declarat Ibrahim Al-Omar, guvernator al Autorității de investiții a Arabiei Saudite.","„Acesta este doar inceputul“, a declarat Ibrahim Al-Omar, guvernator al Autoritatii de investitii a Arabiei Saudite."
239365,"Cum, adicătele! nu trebuie să știu și eu ce pramatie de călător primesc noaptea-n gazdă?","Cum, adicatele! nu trebuie sa stiu si eu ce pramatie de calator primesc noaptea-n gazda?"
370673,Piatră cioplită.,Piatra cioplita.
145647,Este un punct de inflexiune pentru că ce vedem cu ochiul liber în ultimii doi-trei ani este că mai și contează cum ai făcut banii aceia mulți.,Este un punct de inflexiune pentru ca ce vedem cu ochiul liber in ultimii doi-trei ani este ca mai si conteaza cum ai facut banii aceia multi.
153515,"Sunt vizate, de asemenea, și persoanele fizice și juridice care au calitatea de angajatori, precum și entitățile asimilate angajatorului, care au calitatea de plătitori de venituri din activități dependente.","Sunt vizate, de asemenea, si persoanele fizice si juridice care au calitatea de angajatori, precum si entitatile asimilate angajatorului, care au calitatea de platitori de venituri din activitati dependente."
180790,Aparatul de zbor a fost scos la vânzare după ce compania anunța pe 5 decembrie descoperirea unor nereguli de ordin contabil.,Aparatul de zbor a fost scos la vanzare dupa ce compania anunta pe 5 decembrie descoperirea unor nereguli de ordin contabil.
24686,"Presa, Magistratura, Parlamentul și Executivul sunt infestate de ""cyborgii"" cu misiunea înaltă de IT-iști ai anticorupției.","Presa, Magistratura, Parlamentul si Executivul sunt infestate de ""cyborgii"" cu misiunea inalta de IT-isti ai anticoruptiei."
314530,Masa invalizilor a devenit mai compactă.,Masa invalizilor a devenit mai compacta.
141417,fix: 0318.256.286) sau trimiteți un email cu datele dumneavoastră de contact prin care solicitați informații și abonare la adresa alexandru.matei@zf.ro. Veți fi contactat în maximum o oră.,fix: 0318.256.286) sau trimiteti un email cu datele dumneavoastra de contact prin care solicitati informatii si abonare la adresa alexandru.matei@zf.ro. Veti fi contactat in maximum o ora.
115207,"Întrebat despre ce dosar este vorba, Dragnea a replicat: „Ei, ce contează? Ca să fiu acolo”.","Intrebat despre ce dosar este vorba, Dragnea a replicat: „Ei, ce conteaza? Ca sa fiu acolo”."
246774,"Zeci, sute de mii de flori se ivesc dinăuntrul apelor... în vreme ce deasupra, din adîncimile cerului izbucnește imensa puzderie de stele.","Zeci, sute de mii de flori se ivesc dinauntrul apelor... in vreme ce deasupra, din adincimile cerului izbucneste imensa puzderie de stele."
170199,"România avea în trimestrul trei circa 5,22 milioane de pensionari, în scădere cu 27.000 de persoane față de perioada similară a anului trecut și cu 1.000 de persoane sub nivelul din trimestrul precedent, în timp ce pensia medie se cifra la 1.106 lei, reiese din datele comunicate luni de Institutul Național de Statistică (INS).","Romania avea in trimestrul trei circa 5,22 milioane de pensionari, in scadere cu 27.000 de persoane fata de perioada similara a anului trecut si cu 1.000 de persoane sub nivelul din trimestrul precedent, in timp ce pensia medie se cifra la 1.106 lei, reiese din datele comunicate luni de Institutul National de Statistica (INS)."
384465,se schimbă și regula.,se schimba si regula.
268735,"Cît era de lacom, era și necinstit.","Cit era de lacom, era si necinstit."
388533,Au venit alții mai înainte și au prins toate locurile bune ale diligenței.,Au venit altii mai inainte si au prins toate locurile bune ale diligentei.
138531,"Deocamdată, a fost scutit de o așa emoție.","Deocamdata, a fost scutit de o asa emotie."
33305,"Îndrăznește să crezi, gura mă-tii dă sărăntoc! La ce ne trebuie nouă oameni liberi? Și nimeni nu are curajul să le spună în față mahărilor că nu-i mare deosebire între ei și loazele care-și trimit plozii la cerșit, că-s la fel ca ăia de le rupeau la naștere o mână sau un picior, să le fie plozii cerșetori de succes;  la partid se șterg zilnic muștele moarte de pe geamuri și e mânca’e destulă, pentru cinci generații..","Indrazneste sa crezi, gura ma-tii da sarantoc! La ce ne trebuie noua oameni liberi? Si nimeni nu are curajul sa le spuna in fata maharilor ca nu-i mare deosebire intre ei si loazele care-si trimit plozii la cersit, ca-s la fel ca aia de le rupeau la nastere o mana sau un picior, sa le fie plozii cersetori de succes;  la partid se sterg zilnic mustele moarte de pe geamuri si e manca’e destula, pentru cinci generatii.."
17195,Scapă de contribuții și impozite Parlamentarii PSD propun ca pentru pensiile speciale să se aplice regulile introduse anul acesta în Codul Fiscal.,Scapa de contributii si impozite Parlamentarii PSD propun ca pentru pensiile speciale sa se aplice regulile introduse anul acesta in Codul Fiscal.
2113,A doua se referă la infracțiunea de complicitate la evaziune fiscală.,A doua se refera la infractiunea de complicitate la evaziune fiscala.
184499,S-o vadă cum șade ochi în ochi cu Ion.,S-o vada cum sade ochi in ochi cu Ion.
30251,"Memorandumul va permite realizarea fundațiilor pentru îmbunătățirea transportului și creșterea activității economice, transmit autoritățile din Bulgaria.","Memorandumul va permite realizarea fundatiilor pentru imbunatatirea transportului si cresterea activitatii economice, transmit autoritatile din Bulgaria."
27368,"Hotelul Capsa a fost inaugurat in anul 1886, primul sau director, Bourdell, functionand anterior ca manager al hotelului parizian “Cafe Anglais”.","Hotelul Capsa a fost inaugurat in anul 1886, primul sau director, Bourdell, functionand anterior ca manager al hotelului parizian “Cafe Anglais”."
115579,"Afacerile furnizorului de servicii și soluții software NTT DATA România au crescut cu 50% în primele zece luni, la peste 43 mil.","Afacerile furnizorului de servicii si solutii software NTT DATA Romania au crescut cu 50% in primele zece luni, la peste 43 mil."
143720,"Poligrafiei”, precizează Brigada Rutieră a Capitalei.","Poligrafiei”, precizeaza Brigada Rutiera a Capitalei."
367233,Am găsit un mare pachet cu scrisori de la Iași.,Am gasit un mare pachet cu scrisori de la Iasi.
209340,"​Subiectele ""fierbinți"" din fiscalitate și criptomonedele, pe lista de discuții de la conferința anuală a PwC astăzi, 17:31 Autor: Georgiana Mihalache Schimbările care au bulversat legislația fiscală - de la split TVA până la trecerea contribuțiilor sociale în sarcina angajatului, vor fi discutate mâine în cadrul unei conferințe organizată de PwC România, compania de consultanță și audit.","​Subiectele ""fierbinti"" din fiscalitate si criptomonedele, pe lista de discutii de la conferinta anuala a PwC astazi, 17:31 Autor: Georgiana Mihalache Schimbarile care au bulversat legislatia fiscala - de la split TVA pana la trecerea contributiilor sociale in sarcina angajatului, vor fi discutate maine in cadrul unei conferinte organizata de PwC Romania, compania de consultanta si audit."
309703,Stăm în jurul mamei... prinși în cutele rochiei ei.,Stam in jurul mamei... prinsi in cutele rochiei ei.
40159,După primele șase luni de rambursare se poate opta oricând pentru trei luni de pauză la plată ratelor.,Dupa primele sase luni de rambursare se poate opta oricand pentru trei luni de pauza la plata ratelor.
58725,ASF încearcă să liniștească apele: Piața asigurărilor din România este stabilă.,ASF incearca sa linisteasca apele: Piata asigurarilor din Romania este stabila.
290672,"Vine domol la vale un călăreț tînăr, în buiestru țăcănit.","Vine domol la vale un calaret tinar, in buiestru tacanit."
100410,Anul viitor vor fi tot șapte miliarde.,Anul viitor vor fi tot sapte miliarde.
16574,„Numai în România vor fi zeci de mii de joburi noi.,„Numai in Romania vor fi zeci de mii de joburi noi.
28775,"Creșterea Robor a fost mai accelerată în ultima lună, după mai multe luni de stabilitate.","Cresterea Robor a fost mai accelerata in ultima luna, dupa mai multe luni de stabilitate."
75057,"Astfel, Pliniu îi expediază lui Arrianus lucrarea pomenită în ultima scrisoare cu solicitarea: Te rog să o citești și să faci unele îndreptări, așa cum îți e obiceiul, mai ales că am impresia că niciodată nu am scris ceva cu atâta zel (I 2).","Astfel, Pliniu ii expediaza lui Arrianus lucrarea pomenita in ultima scrisoare cu solicitarea: Te rog sa o citesti si sa faci unele indreptari, asa cum iti e obiceiul, mai ales ca am impresia ca niciodata nu am scris ceva cu atata zel (I 2)."
305298,Era singur în stare a consolida edificiul.,Era singur in stare a consolida edificiul.
92242,Logicom a înregistrat anul trecut afa­ceri de 83 mil.,Logicom a inregistrat anul trecut afa­ceri de 83 mil.
230925,"Avea o față blîndă, curat ucraineană.","Avea o fata blinda, curat ucraineana."
249242,Noi comisarul secției 55 după reclamația părților.,Noi comisarul sectiei 55 dupa reclamatia partilor.
336285,Se pierde în grădină printre merii înfloriți.,Se pierde in gradina printre merii infloriti.
347833,Nu răscoli cu-atîta Grozavă ușurință titanica turbare Ce-n așchii sclipitoare gîndirea mi-o sfăramă.,Nu rascoli cu-atita Grozava usurinta titanica turbare Ce-n aschii sclipitoare gindirea mi-o sfarama.
193179,"Creatorul Tesla, care nu a acceptat până acum să primească salariu de la compania Tesla, are mult mai multe interese, începând cu faptul că este director executiv al grupului SpaceX, care se ocupă cu producerea de vehicule pentru transportul în spațiu.","Creatorul Tesla, care nu a acceptat pana acum sa primeasca salariu de la compania Tesla, are mult mai multe interese, incepand cu faptul ca este director executiv al grupului SpaceX, care se ocupa cu producerea de vehicule pentru transportul in spatiu."
133249,"După promovarea examenului de maturitate, în 1904, a fost primit în clerul Episcopiei Lugojului, care, în toamna aceluiași an, l-a trimis la studii teologice la Roma.","Dupa promovarea examenului de maturitate, in 1904, a fost primit in clerul Episcopiei Lugojului, care, in toamna aceluiasi an, l-a trimis la studii teologice la Roma."
143580,"Fondatorul Apple, Steve Jobs, fiul unui imigrant sirian, sau Sergey Brin, omul de naționalitate rusă, care a fondat compania Alphabet și Google, sunt printre cele mai faimoase.","Fondatorul Apple, Steve Jobs, fiul unui imigrant sirian, sau Sergey Brin, omul de nationalitate rusa, care a fondat compania Alphabet si Google, sunt printre cele mai faimoase."
241859,"Dă grai de-acum, durerea mea superbă, Fîntînilor de cîntece Închise ca-ntr-un miez de munte În sufletu-mi adînc.","Da grai de-acum, durerea mea superba, Fintinilor de cintece Inchise ca-ntr-un miez de munte In sufletu-mi adinc."
157128,Rep: Ce-ti mai amintesti de Romania? Cum te gandesti la tara ta? Citește articolul integral pe www.mediafax.ro.,Rep: Ce-ti mai amintesti de Romania? Cum te gandesti la tara ta? Citeste articolul integral pe www.mediafax.ro.
138441,"Contează, în schimb, că Europa a intrat din plin într-o logică a „tiraniei majorității“.","Conteaza, in schimb, ca Europa a intrat din plin intr-o logica a „tiraniei majoritatii“."
190963,"Expertiza sa în domeniul asigurărilor, spiritul său antreprenorial și abilitatea de a-și atinge obiectivele îl recomandăca fiindalegerea perfectăpentru activitatea noastrăîn dezvoltare din Turcia"", a declarat Robin Spencer CEO International Insurance și membru al Management Board al NN Group.","Expertiza sa in domeniul asigurarilor, spiritul sau antreprenorial si abilitatea de a-si atinge obiectivele il recomandaca fiindalegerea perfectapentru activitatea noastrain dezvoltare din Turcia"", a declarat Robin Spencer CEO International Insurance si membru al Management Board al NN Group."
191185,Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.
306445,"Îi veni tu acasă, coropcarule, dacă te-a răzbi foamea, ș-apoi atunci vom avea altă vorbă.","Ii veni tu acasa, coropcarule, daca te-a razbi foamea, s-apoi atunci vom avea alta vorba."
183959,"Cât vor plăti șoferii în 2018 astăzi, 15:20 Autor: Dan Straut Tariful de utilizare a rețelei de drumuri naționale din România - rovinieta - va crește pentru vehiculele pentru transportul de marfă mai grele de 3,5 tone (categoriile C și D), urmând să se majoreze cu cel puțin 85%, reiese dintr-un proiect normativ publicat de Ministerul Transporturilor.","Cat vor plati soferii in 2018 astazi, 15:20 Autor: Dan Straut Tariful de utilizare a retelei de drumuri nationale din Romania - rovinieta - va creste pentru vehiculele pentru transportul de marfa mai grele de 3,5 tone (categoriile C si D), urmand sa se majoreze cu cel putin 85%, reiese dintr-un proiect normativ publicat de Ministerul Transporturilor."
47139,"În luna august 2017 s-a înregistrat nașterea a 20.112 copii, cu 2.502 mai mulți copii decât în iulie 2017.","In luna august 2017 s-a inregistrat nasterea a 20.112 copii, cu 2.502 mai multi copii decat in iulie 2017."
164736,"Oamenii au ajuns de la primele ore ale dimineții în Piața Victoriei, acolo unde mai mulți angajați ai Municipalității au început organizarea târgului specific sărbătorilor de iarnă.","Oamenii au ajuns de la primele ore ale diminetii in Piata Victoriei, acolo unde mai multi angajati ai Municipalitatii au inceput organizarea targului specific sarbatorilor de iarna."
142387,"În ciuda neînțelegerilor din ultimele luni, Casa Regală a acceptat ca fostul principe Nicolae să fie prezent la funeralii, împreună cu logodnica sa.","In ciuda neintelegerilor din ultimele luni, Casa Regala a acceptat ca fostul principe Nicolae sa fie prezent la funeralii, impreuna cu logodnica sa."
3184,"Ceilalți taximetriști, puși pe căpătuială, parchea­ză și în această zonă, dar și la casele de bilete și își „scanează“ clienții.","Ceilalti taximetristi, pusi pe capatuiala, parchea­za si in aceasta zona, dar si la casele de bilete si isi „scaneaza“ clientii."
269070,Aproape pe negîndite... se pomeniră între ulmii cei mari.,Aproape pe negindite... se pomenira intre ulmii cei mari.
203407,"Este pentru prima dată când angajările din acest sector au scăzut, în timp ce industria crește constant, potrivit firmei de cercetare non-profit The Solar Foundation care a început să urmărească industria din 2010.","Este pentru prima data cand angajarile din acest sector au scazut, in timp ce industria creste constant, potrivit firmei de cercetare non-profit The Solar Foundation care a inceput sa urmareasca industria din 2010."
12477,Rețeaua teroristă Stat Islamic a revendicat responsabilitatea comiterii incidentului terorist ce a avut loc vineri la metroul din Londra..,Reteaua terorista Stat Islamic a revendicat responsabilitatea comiterii incidentului terorist ce a avut loc vineri la metroul din Londra..
75996,"Banca, plasată pe locul cinci în topul după active, avea la jumătatea anului trecut în jur de 650.000 de clienți.","Banca, plasata pe locul cinci in topul dupa active, avea la jumatatea anului trecut in jur de 650.000 de clienti."
151067,Justiția l-a găsit vinovat doar pe șoferul care conducea autocarul și care a murit în acel accident.,Justitia l-a gasit vinovat doar pe soferul care conducea autocarul si care a murit in acel accident.
304686,Să facem împreună partida noastră de concină.,Sa facem impreuna partida noastra de concina.
308610,Chelnerul aduse două fructiere cu struguri... pe culcuș de frunze.,Chelnerul aduse doua fructiere cu struguri... pe culcus de frunze.
59363,"Pe regiuni de dezvoltare, 36,3% din gospodăriile din București-Ilfov au nevoie de venituri nete lunare de 3.000 de lei, fiind urmate de cele din Centru (31%) și Sud-Est (27,8%).","Pe regiuni de dezvoltare, 36,3% din gospodariile din Bucuresti-Ilfov au nevoie de venituri nete lunare de 3.000 de lei, fiind urmate de cele din Centru (31%) si Sud-Est (27,8%)."
299461,Cu coaja ți-alungi batăr o dată foamea cît de cît.,Cu coaja ti-alungi batar o data foamea cit de cit.
124240,"Care sunt aceste companii? Răspunsul, doar în catalogul realizat de ZD împreună cu BT Capital Partners și cu firma de consultanță și evaluare Veridio.","Care sunt aceste companii? Raspunsul, doar in catalogul realizat de ZD impreuna cu BT Capital Partners si cu firma de consultanta si evaluare Veridio."
90859,"În campania electorală din 2016, candidatul la președinție republican Donald Trump, actualul președinte al SUA, a folosit acest subiect, dar echipa lui Hillary Clinton a dat asigurări că ea nu a intervenit deloc în acest caz în perioada când era secretar de stat.","In campania electorala din 2016, candidatul la presedintie republican Donald Trump, actualul presedinte al SUA, a folosit acest subiect, dar echipa lui Hillary Clinton a dat asigurari ca ea nu a intervenit deloc in acest caz in perioada cand era secretar de stat."
271670,"Cerul era albastru și numai ici, colo, în întinderea mare se făceau drumuri de nourași cenușii.","Cerul era albastru si numai ici, colo, in intinderea mare se faceau drumuri de nourasi cenusii."
141512,Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.
39855,"Ponderea veniturilor generate de proiectele locale se situează în jurul a 5% din cifra de afaceri Citeste si: Facultățile cu profil IT&C livrează 8.000 de absolvenți anual, dar nevoia din piață este dublă Anuarul ZF „Cei mai mari jucători din IT și telecom 2017“: Nouă dintre cele mai mari 1.500 de companii IT&C au avut un profit net de peste 10 mil.","Ponderea veniturilor generate de proiectele locale se situeaza in jurul a 5% din cifra de afaceri Citeste si: Facultatile cu profil IT&C livreaza 8.000 de absolventi anual, dar nevoia din piata este dubla Anuarul ZF „Cei mai mari jucatori din IT si telecom 2017“: Noua dintre cele mai mari 1.500 de companii IT&C au avut un profit net de peste 10 mil."
10527,De aici se vede legătura cu Oprea și ceea ce spune el.,De aici se vede legatura cu Oprea si ceea ce spune el.
63646,"Nu suntem întotdeauna la cel mai înalt nivel și nu avem multă electronică, dar suntem în media pieței și peste nivelul de siguranță oferit de un automobil second-hand.","Nu suntem intotdeauna la cel mai inalt nivel si nu avem multa electronica, dar suntem in media pietei si peste nivelul de siguranta oferit de un automobil second-hand."
273154,Moșul ocolea cu povestirea.,Mosul ocolea cu povestirea.
19096,"Ca să câștige fără probleme alegerile din 2019, are nevoie ca PSD-ul să se compromită cât mai mult, fiind la putere.","Ca sa castige fara probleme alegerile din 2019, are nevoie ca PSD-ul sa se compromita cat mai mult, fiind la putere."
