id,source,text_nodiac,text_diac,n_words,n_diac_restored
63487,unknown_local_sample,"Pe scurt, la caderea comunismului, Romania avea mult mai mult patrimoniu imobiliar – desi, adesea, intr-o infatisare jalnica – decit are in prezent.","Pe scurt, la căderea comunismului, România avea mult mai mult patrimoniu imobiliar – deși, adesea, într-o înfățișare jalnică – decît are în prezent.",23,11
18557,unknown_local_sample,Compania a inregistrat anul trecut o cifra de afaceri de 150 mil.,Compania a înregistrat anul trecut o cifră de afaceri de 150 mil.,12,2
186043,unknown_local_sample,Orice fecior o vedea Pe data o si-ndragea.,Orice fecior o vedea Pe dată o și-ndrăgea.,8,3
255646,unknown_local_sample,"Imi dau drumul jos, prabusit, si ma nimeresc cu capul in dreptul unui bolovan.","Îmi dau drumul jos, prăbușit, și mă nimeresc cu capul în dreptul unui bolovan.",14,6
326628,unknown_local_sample,"Printre casele de zid... cu cite doua porti in gardul inalt de fier forjat din fata peronului, se aratau altele scunde.","Printre casele de zid... cu cîte două porți în gardul înalt de fier forjat din fața peronului, se arătau altele scunde.",21,7
198410,unknown_local_sample,"In raportul pe 2017, Deutsche Bank a anuntat o pierdere neta de 512 milioane de euro, cifra marcand al treilea an consecutiv incheiat de aceasta in pierdere, dupa pierderi de 6,8 miliarde de euro in 2015 si 1,4 miliarde de euro in 2016.","În raportul pe 2017, Deutsche Bank a anunțat o pierdere netă de 512 milioane de euro, cifra marcând al treilea an consecutiv încheiat de aceasta în pierdere, după pierderi de 6,8 miliarde de euro în 2015 și 1,4 miliarde de euro în 2016.",43,10
149859,unknown_local_sample,"Conform analizei, peste 60% dintre respondentii la sondajul realizat in septembrie se asteapta ca veniturile si afacerile lor sa creasca in urmatorul an, ceea ce confirma cresterea economica inregistrata de Romania in acest an si prognoza pentru 2018.","Conform analizei, peste 60% dintre respondenții la sondajul realizat în septembrie se așteaptă ca veniturile și afacerile lor să crească în următorul an, ceea ce confirmă creșterea economică înregistrată de România în acest an și prognoza pentru 2018.",38,17
48823,unknown_local_sample,fix: 0318.256.286) sau trimiteti un email cu datele dumneavoastra de contact prin care solicitati informatii si abonare la adresa alexandru.matei@zf.ro. Veti fi contactat in maximum o ora.,fix: 0318.256.286) sau trimiteți un email cu datele dumneavoastră de contact prin care solicitați informații și abonare la adresa alexandru.matei@zf.ro. Veți fi contactat în maximum o oră.,27,8
2111,unknown_local_sample,"Plopii! Ma cunosc ei bine, De copil.","Plopii! Mă cunosc ei bine, De copil.",7,1
326315,unknown_local_sample,Saluta trenul cu staruitoare fluturari de batista.,Salută trenul cu stăruitoare fluturări de batistă.,7,4
190096,unknown_local_sample,"""Este ca un bulgare de zapada care odata ce a fost generat se rostogoleste si devine din ce in ce mai mare"", adauga el.","""Este ca un bulgăre de zăpadă care odată ce a fost generat se rostogolește și devine din ce în ce mai mare"", adaugă el.",24,8
357907,unknown_local_sample,"Lighenele... pline de singe in care inoata degete taiate, bucati de plamin scuipate.","Lighenele... pline de sînge în care înoată degete tăiate, bucăți de plămin scuipate.",13,8
252165,unknown_local_sample,"Numai sora-sa, Ancuta... Luceafarul satului... Noua ani si jumatate L-a catat tot ca pe-un frate.","Numai soră-sa, Ancuța... Luceafărul satului... Nouă ani și jumătate L-a cătat tot ca pe-un frate.",15,7
230382,unknown_local_sample,"In vremea de care vorbim, vrajmasia ajunsese foarte departe.","În vremea de care vorbim, vrăjmășia ajunsese foarte departe.",9,4
394257,unknown_local_sample,Tudor intra in cortul rotund al lui Tomsa.,Tudor intră în cortul rotund al lui Tomșa.,8,3
148067,unknown_local_sample,Prima fraza din „Cuvantul inainte” al cartii lui Dorneanu este: „PCR a acordat si acorda o atentie deosebita dezvoltarii democratiei socialiste.,Prima frază din „Cuvântul înainte” al cărții lui Dorneanu este: „PCR a acordat și acordă o atenție deosebită dezvoltării democrației socialiste.,21,11
248506,unknown_local_sample,Numai nu inteleg cine v-a putut spune Ca aveam... intentii asa bune.,Numai nu înțeleg cine v-a putut spune Că aveam... intenții așa bune.,12,5
324233,unknown_local_sample,"Pentru ce Smarandita imi ceru sa-i repet fagaduinta ce-i dasem, de a nu face nimic fara sa o intreb?","Pentru ce Smărăndița îmi ceru să-i repet făgăduința ce-i dasem, de a nu face nimic fără să o întreb?",19,12
283754,unknown_local_sample,"De-i lua una frumoasa, Dumnezeu sa-ti faca casa; De-i lua una mai asa, Sa nu ai parte de ea!","De-i lua una frumoasă, Dumnezeu să-ți facă casă; De-i lua una mai așa, Să nu ai parte de ea!",19,7
145817,unknown_local_sample,Detalii de abonare la ZF Corporate: Alexandru Matei (tel.,Detalii de abonare la ZF Corporate: Alexandru Matei (tel.,9,0
310852,unknown_local_sample,"se acopera cheltuielile de productie, si anume; repararea masinilor si uneltelor agricole, tratamentul animalelor, combaterea daunatorilor si altele.","se acoperă cheltuielile de producție, și anume; repararea mașinilor și uneltelor agricole, tratamentul animalelor, combaterea dăunătorilor și altele.",18,8
34523,unknown_local_sample,"Poate esti nevoit sa spui adio brusc, fara sa mai poti modifica ceva in ultima clipa, de aceea ramai cu un sentiment ciudat ca poate s-ar mai fi putut face ceva ca sa salvezi situatia.","Poate esti nevoit sa spui adio brusc, fara sa mai poti modifica ceva in ultima clipa, de aceea ramai cu un sentiment ciudat ca poate s-ar mai fi putut face ceva ca sa salvezi situatia.",35,0
123758,unknown_local_sample,"„Am reusit sa crestem in continuare, depasind cota de piata de 1% si reusind in acelasi timp un profit semnificativ“, a declarat Emil Bituleanu, director general al Libra Internet Bank.","„Am reusit să creștem în continuare, depășind cota de piață de 1% și reușind în același timp un profit semnificativ“, a declarat Emil Bituleanu, director general al Libra Internet Bank.",30,11
269921,unknown_local_sample,"Cu toate ca se desprimavarase, era vreme mohorita, cu cerul de plumb.","Cu toate că se desprimăvărase, era vreme mohorîtă, cu cerul de plumb.",12,5
45051,unknown_local_sample,"Intr-o conferinta de presa care a avut loc miercuri acesta a spus ca nu a luat in calcul sa demisioneze si ca respecta agenda lui Trump, dar nu a raspuns intrebarilor referitoare la jignirile pe care i le-ar fi adus liderului SUA, a transmis NBC.","Într-o conferință de presă care a avut loc miercuri acesta a spus că nu a luat în calcul să demisioneze și că respectă agenda lui Trump, dar nu a răspuns întrebărilor referitoare la jignirile pe care i le-ar fi adus liderului SUA, a transmis NBC.",45,13
186293,unknown_local_sample,"In trasura, plecat putin pe-un cot, imi place sa-mi atintesc ochii in zari.","În trăsură, plecat puțin pe-un cot, îmi place să-mi ațintesc ochii în zări.",13,9
395615,unknown_local_sample,"Marioara, in acest amestec, trecind pe linga mine, imi recita o strofa.","Marioara, în acest amestec, trecînd pe lîngă mine, îmi recită o strofă.",12,7
158196,unknown_local_sample,Exista o intreaga polemica legata de impozitul pe profit platit de companii si banci - in contextul in care premierul Mihai Tudose si ministrul finantelor Ionut Misa au acuzat bancile ca exporta o parte a profitului fara a plati taxe.,Există o întreagă polemică legată de impozitul pe profit plătit de companii și bănci - în contextul în care premierul Mihai Tudose și ministrul finanțelor Ionuț Mișa au acuzat băncile că exportă o parte a profitului fără a plăti taxe.,40,20
134039,unknown_local_sample,"Companiile de pe bursa sunt printre primele care ies castigatoare din noua legislatie fiscala, raliul bursier ce a marcat bursa americana avand drept motor important tocmai reducerea impozitului pe profit promisa de Trump.","Companiile de pe bursă sunt printre primele care ies câștigătoare din noua legislație fiscală, raliul bursier ce a marcat bursa americană având drept motor important tocmai reducerea impozitului pe profit promisă de Trump.",33,9
241443,unknown_local_sample,Am scapat vro gogomanie... Ia s-o dreg.,Am scăpat vro gogomănie... Ia s-o dreg.,7,2
234335,unknown_local_sample,"Foaie verde odoleana, Asta-i mindra mindruleana, Tesatoarea pinzelor.","Foaie verde odoleană, Asta-i mîndra mîndruleană, Țesătoarea pînzelor.",8,7
18346,unknown_local_sample,"Veniturile din contributiile de asigurari au crescut in primele cinci luni din an cu 15,9%, iar in mai, fata de mai 2016, au avansat si mai puternic: plus 20%.","Veniturile din contribuțiile de asigurări au crescut în primele cinci luni din an cu 15,9%, iar în mai, față de mai 2016, au avansat și mai puternic: plus 20%.",29,7
345784,unknown_local_sample,"Mara facea in toate serile socoteala, se tirguia mereu ea singura cu sine si chibzuia cum s-o apuce ca sa scape cu putin de asta data.","Mara făcea în toate serile socoteala, se tîrguia mereu ea singură cu sine și chibzuia cum s-o apuce ca să scape cu puțin de astă dată.",26,9
69163,unknown_local_sample,Articol publicat in editia tiparita a Ziarului Financiar din data de 21.09.2017.,Articol publicat în ediția tipărită a Ziarului Financiar din data de 21.09.2017.,12,4
344742,unknown_local_sample,"Uzinele negre, fabricile de sapun si cuie taceau, ridicindu-si sub cerul albastru cosurile uriase si negre de fum.","Uzinele negre, fabricile de săpun și cuie tăceau, ridicîndu-și sub cerul albastru coșurile uriașe și negre de fum.",18,8
392660,unknown_local_sample,"Vazduhul mocnea, infrinindu-si cu greu rabufnirea intirziata.","Văzduhul mocnea, înfrînîndu-și cu greu răbufnirea întîrziată.",7,9
278775,unknown_local_sample,"Albinuta, unde zbori, Ori te duci tu printre flori?","Albinuță, unde zbori, Ori te duci tu printre flori?",9,2
98560,unknown_local_sample,"Un lucru este, insa, cert.","Un lucru este, însă, cert.",5,2
4953,unknown_local_sample,"La aceasta ora se inregistreaza pene de curent in statia CF Timisoara si pe intervalele de statii Timisoara Nord – Ronat Triaj si Ghioroc – Paulis, informeaza CFR Infrastructura.","La această oră se înregistrează pene de curent în stația CF Timișoara și pe intervalele de stații Timișoara Nord – Ronat Triaj și Ghioroc – Paulis, informează CFR Infrastructură.",29,13
109112,unknown_local_sample,"Cea mai mare pondere in cifra de afaceri a grupului o are zona de Clinici, cu vanzari de 123 milioane lei in ianuarie-septembrie, in crestere cu 35%.","Cea mai mare pondere în cifra de afaceri a grupului o are zona de Clinici, cu vânzări de 123 milioane lei în ianuarie-septembrie, în creștere cu 35%.",27,6
312946,unknown_local_sample,De la descalicatoare... traim ca in sinul lui Avram.,De la descălicătoare... trăim ca în sînul lui Avram.,9,5
11611,unknown_local_sample,"Oamenii care au donat carti i-au reprosat lui Liviu Pop deciziile discretionare si controversate luate, dar si faptul ca nu are o pregatire educationala si profesionala care sa il indreptateasca sa ocupe pozitia de ministru al Educatiei.","Oamenii care au donat cărți i-au reproșat lui Liviu Pop deciziile discreționare și controversate luate, dar și faptul că nu are o pregătire educațională și profesională care să îl îndreptățească să ocupe poziția de ministru al Educației.",37,21
350860,unknown_local_sample,Au inzestrat-o cu patru table de porumb... trecindu-i si casa din capul satului.,Au înzestrat-o cu patru table de porumb... trecîndu-i și casa din capul satului.,13,3
205169,unknown_local_sample,"Pentru a putea avea acces la informatii trebuie sa va abonati la ZF Corporate sau la unul din cele 12 fluxuri ale sale, profilate pe sectoare de activitate (Banci, Retail, Agricultura, Energie si altele) - vezi prezentarea video a ZFCorporate .","Pentru a putea avea acces la informatii trebuie să vă abonați la ZF Corporate sau la unul din cele 12 fluxuri ale sale, profilate pe sectoare de activitate (Bănci, Retail, Agricultură, Energie și altele) - vezi prezentarea video a ZFCorporate .",41,6
143038,unknown_local_sample,"DNA: Modificarea Codurilor Penale ar putea avea un efect devastator asupra anchetelor penale astazi, 13:14 Autori: Mihaela Gidei , Mediafax DNA sustine ca modificarile Codurilor Penale dezbatute in Comisia Speciala a Parlamentului ar putea avea un efect devastator asupra anchetelor penale, intrucat elimina instrumentele legale indispensabile, pentru care pot fi investigate infractiunile savarsite.","DNA: Modificarea Codurilor Penale ar putea avea un efect devastator asupra anchetelor penale astăzi, 13:14 Autori: Mihaela Gidei , Mediafax DNA susține că modificările Codurilor Penale dezbătute în Comisia Specială a Parlamentului ar putea avea un efect devastator asupra anchetelor penale, întrucât elimină instrumentele legale indispensabile, pentru care pot fi investigate infracțiunile săvârșite.",53,14
135643,unknown_local_sample,Familia Regala s-a intors in Elvetia in 1956.,Familia Regala s-a intors in Elvetia in 1956.,8,0
352630,unknown_local_sample,"Ca-ntr-un fund dogit de clopot tuna-n gura lor cuvintul, Si pe unde calca dinsii se cutremura pamintul.","Ca-ntr-un fund dogit de clopot tună-n gura lor cuvîntul, Și pe unde calcă dînșii se cutremură pămîntul.",17,9
367548,unknown_local_sample,"Ei ca mi-or taia Resteie, Bulfeie, Dalbe stramurari, Pari pentru caldari.","Ei că mi-or tăia Resteie, Bulfeie, Dalbe strămurări, Pari pentru căldări.",11,6
179441,unknown_local_sample,"Dimensiunea problemei inca nu a fost facuta publica, insa masurile luate de diferiti dezvoltatori de sisteme de operare arata ca problema este luata in serios si ca aceasta nu poate fi rezolvata cu un simplu update.","Dimensiunea problemei încă nu a fost făcută publică, însă măsurile luate de diferiți dezvoltatori de sisteme de operare arată că problema este luată în serios și că aceasta nu poate fi rezolvată cu un simplu update.",36,16
274493,unknown_local_sample,Amabilitatea cu care m-ati oprit in drum ca sa ma aduceti aici in gazda.,Amabilitatea cu care m-ați oprit în drum ca să mă aduceți aici în gazdă.,14,7
398705,unknown_local_sample,"Anisoara trimisese masina inainte, la rondul doi, si ea venea acum pe alee incet, pe jos.","Anișoara trimisese mașina înainte, la rondul doi, și ea venea acum pe alee încet, pe jos.",16,5
325958,unknown_local_sample,Ochii lui sint doua flacari de lumina geniala.,Ochii lui sînt două flăcări de lumină genială.,8,6
73395,unknown_local_sample,Jucatorii vor sa fie deja activi in domeniu in momentul in care „revolutia“ online-ului va ajunge si la mancare.,Jucătorii vor să fie deja activi în domeniu în momentul în care „revoluția“ online-ului va ajunge și la mâncare.,19,8
209044,unknown_local_sample,Citeste si: Gabriela Firea trece la un nou nivel al populismului: transport gratuit in Bucuresti Vestea ca Germania va experimenta cu transportul public gratuit pentru a reduce poluarea in marile orase s-a propagat cu repeziciune in toata Europa si continua sa faca furori chiar si dupa ce guvernul de la Berlin a explicat clar ca transportul in comun gratuit este doar o idee si ca nu exista planuri concrete.,Citeste si: Gabriela Firea trece la un nou nivel al populismului: transport gratuit în București Vestea că Germania va experimenta cu transportul public gratuit pentru a reduce poluarea în marile orașe s-a propagat cu repeziciune în toată Europa și continuă să facă furori chiar și după ce guvernul de la Berlin a explicat clar că transportul în comun gratuit este doar o idee și că nu există planuri concrete.,69,18
388360,unknown_local_sample,"Baciului... i-am dat cu credinta, asta-iarna, in luna lui fevruarie, 3 oi, sa le tie pina la timpul primavaratului.","Baciului... i-am dat cu credință, astă-iarnă, în luna lui fevruarie, 3 oi, să le ție pînă la timpul primăvăratului.",19,11
334197,unknown_local_sample,Sa-ncercam in lupta dreapta A turna in forma noua limba veche si-nteleapta?,Să-ncercăm în luptă dreaptă A turna în formă nouă limba veche și-nțeleaptă?,12,11
46194,unknown_local_sample,"„20% dintre autovehiculele comandate la noi in leasing operational beneficiaza de un grad ridicat de tehnologizare (camere auto avansate/sisteme de avertizare anti-coliziune/faruri adaptative/sisteme de infotainment ), iar acest procent este in crestere.","„20% dintre autovehiculele comandate la noi în leasing operațional beneficiază de un grad ridicat de tehnologizare (camere auto avansate/sisteme de avertizare anti-coliziune/faruri adaptative/sisteme de infotainment ), iar acest procent este în creștere.",32,5
134043,unknown_local_sample,"Promotorii legislatiei au argumentat ca noile pachete sunt benefice pentru ca banii economisiti de companii pentru plata taxelor se vor indrepta catre crearea de noi locuri de munca sau investitii, stimuland astfel economia.","Promotorii legislației au argumentat că noile pachete sunt benefice pentru că banii economisiți de companii pentru plata taxelor se vor îndrepta către crearea de noi locuri de muncă sau investiții, stimulând astfel economia.",33,9
173608,unknown_local_sample,"De aceea contribuabilii neti, cum este Germania, ar trebui sa fie interesati de fondurile structurale.","De aceea contribuabilii neți, cum este Germania, ar trebui să fie interesați de fondurile structurale.",15,3
124949,unknown_local_sample,"Evolutiile si maturizarile eficiente, ecartul dansului strazii si victoriile de runda sau de etapa conduc la o singura concluzie.","Evoluțiile și maturizările eficiente, ecartul dansului străzii și victoriile de rundă sau de etapă conduc la o singură concluzie.",19,8
91274,unknown_local_sample,"Potrivit celor mai recente statistici disponibile, la nivel tarii numai 45,71% din locuinte sunt incalzite printr-un sistem central, notiune care cuprinde atat sistemul centralizat de incalzire, cat si centrala termica proprie, cel mai adesea alimentata cu gaze naturale.","Potrivit celor mai recente statistici disponibile, la nivel țării numai 45,71% din locuințe sunt încălzite printr-un sistem central, noțiune care cuprinde atât sistemul centralizat de încălzire, cât și centrala termică proprie, cel mai adesea alimentată cu gaze naturale.",38,13
332351,unknown_local_sample,Lipseste din ochii mei si sa nu te mai prind pe aici.,Lipsește din ochii mei și să nu te mai prind pe aici.,12,3
295536,unknown_local_sample,Am impins cu putere in usa si usa a cedat. Peretii galeriei au cedat.,Am împins cu putere în ușă și ușa a cedat. Pereții galeriei au cedat.,14,7
164606,unknown_local_sample,"Urmatorii patru ani i-a petrecut la un fond speculativ, D.E.Shaw. Aici a observat potentialul de business al web-ului.","Următorii patru ani i-a petrecut la un fond speculativ, D.E.Shaw. Aici a observat potențialul de business al web-ului.",18,2
352584,unknown_local_sample,"A fost ca un semnal al eruptiei, cutremurind sala in tumult de aplauze si chemari.","A fost ca un semnal al erupției, cutremurînd sala în tumult de aplauze și chemări.",15,5
235692,unknown_local_sample,"Arare, iepuri roscati se strecurau tupaind prin luminisuri.","Arare, iepuri roșcați se strecurau țupăind prin luminișuri.",8,5
344242,unknown_local_sample,Isi face loc... prin inghesuiala pravaliei si ajunge pina la taraba de marmora.,Își face loc... prin înghesuiala prăvăliei și ajunge pînă la taraba de marmoră.,13,9
308142,unknown_local_sample,"Sentinela, privegheaza, Norul crunt inainteaza.","Sentinelă, priveghează, Norul crunt înaintează.",5,4
249445,unknown_local_sample,Veacul nostru ni-l umplura saltimbancii si irozii.,Veacul nostru ni-l umplură saltimbancii și irozii.,7,2
20371,unknown_local_sample,"Viceprimarul Valentin Albu spune ca institutia nu a reusit sa cumpere nici lemnele de foc necesare incalzirii birourilor, iar cheltuielile de functionare necesare functionarii Primariei Dimacheni pana la finalul anului sunt estimate la 500.000 de lei.","Viceprimarul Valentin Albu spune că instituția nu a reușit să cumpere nici lemnele de foc necesare încălzirii birourilor, iar cheltuielile de funcționare necesare funcționării Primăriei Dimăcheni până la finalul anului sunt estimate la 500.000 de lei.",36,13
159481,unknown_local_sample,"„Evident ca este de dorit ca aceste probleme sa fie evitate si din 1 ianuarie 2018, asa cum sunt ele inexistente acum.","„Evident că este de dorit ca aceste probleme să fie evitate și din 1 ianuarie 2018, așa cum sunt ele inexistente acum.",22,4
40794,unknown_local_sample,"Directiva stabileste cerinte minime privind construirea de infrastructuri pentru combustibilii alternativi, inclusiv de puncte de reincarcare pentru vehiculele electrice si de puncte de realimentare cu gaze naturale si hidrogen.","Directiva stabilește cerințe minime privind construirea de infrastructuri pentru combustibilii alternativi, inclusiv de puncte de reîncărcare pentru vehiculele electrice și de puncte de realimentare cu gaze naturale și hidrogen.",29,6
28641,unknown_local_sample,"Proiectul va fi transmis Camerei Deputatilor, care este decizionala.","Proiectul va fi transmis Camerei Deputaților, care este decizională.",9,2
38055,unknown_local_sample,"Dezastrul din Sanatate: ne-a intrecut Surinam-ul la investitii Lipsa de echipamente din spitalele de stat, in special din unitatile din provincie, care sa asigure realizarea investigatiilor dar si a interventiilor, corelata cu veniturile sunt principalele cauze ce ii determina pe medici sa plece in strainatate pentru a profesa.","Dezastrul din Sănătate: ne-a întrecut Surinam-ul la investiții Lipsa de echipamente din spitalele de stat, în special din unitățile din provincie, care să asigure realizarea investigațiilor dar și a intervențiilor, corelată cu veniturile sunt principalele cauze ce îi determină pe medici să plece în străinătate pentru a profesa.",48,18
207361,unknown_local_sample,Este foarte dificil sa aplici toate aceste sanctiuni fara sa ai personal cu care sa faci asta.,Este foarte dificil să aplici toate aceste sancțiuni fără să ai personal cu care să faci asta.,17,6
76894,unknown_local_sample,"Escaladarea conflictului, prevazuta si anuntata cu multa vreme in urma, nu a fost evitata nici de guvernul de la Madrid, nici de guvernul local din Catalonia.","Escaladarea conflictului, prevăzută și anunțată cu multă vreme în urmă, nu a fost evitată nici de guvernul de la Madrid, nici de guvernul local din Catalonia.",26,9
121905,unknown_local_sample,Avertizarea ANM: Un ciclon polar loveste Romania.,Avertizarea ANM: Un ciclon polar lovește România.,7,2
139618,unknown_local_sample,"Calin Popescu Tariceanu: Parlamentul deranjeaza pe multi oameni de la varful sistemului paralel astazi, 18:39 Autori: Petriana Condrut , Mediafax Calin Popescu Tariceanu spune ca Parlamentul Romaniei deranjeaza pe multi oameni de la varful ""sistemului paralel"", iar teama acestora ca isi vor pierde functiile si puterea a generat ""reactii nedemocratice, dincolo de limita Constitutiei"".","Călin Popescu Tăriceanu: Parlamentul deranjează pe mulți oameni de la vârful sistemului paralel astăzi, 18:39 Autori: Petriana Condrut , Mediafax Călin Popescu Tăriceanu spune că Parlamentul României deranjează pe mulți oameni de la vârful ""sistemului paralel"", iar teama acestora că își vor pierde funcțiile și puterea a generat ""reacții nedemocratice, dincolo de limita Constituției"".",54,20
101982,unknown_local_sample,"S-a intamplat ce s-a intamplat acolo, nu stim foarte clar, o explozie, nu se stie exact.","S-a întâmplat ce s-a întâmplat acolo, nu știm foarte clar, o explozie, nu se știe exact.",16,6
185581,unknown_local_sample,fix: 0318.256.286) sau trimiteti un email cu datele dumneavoastra de contact prin care solicitati informatii si abonare la adresa alexandru.matei@zf.ro. Veti fi contactat in maximum o ora.,fix: 0318.256.286) sau trimiteți un email cu datele dumneavoastră de contact prin care solicitați informații și abonare la adresa alexandru.matei@zf.ro. Veți fi contactat în maximum o oră.,27,8
349440,unknown_local_sample,Damian isi trasese cizmele.,Damian își trăsese cizmele.,4,3
23652,unknown_local_sample,“Avem deja 100 de oameni si vom continua recrutarile.,“Avem deja 100 de oameni și vom continua recrutările.,9,2
293143,unknown_local_sample,"Cimpul alb, oile negre, cine le vede nu le crede, cine le paste le cunoaste (= Cartea).","Cîmpul alb, oile negre, cine le vede nu le crede, cine le paște le cunoaște (= Cartea).",17,3
348694,unknown_local_sample,"Este despotic, este arbitrar: violarea ce se face cetatenilor, punerea vietii lor in pericol, torturile, uciderile fara judecata.","Este despotic, este arbitrar: violarea ce se face cetățenilor, punerea vieții lor în pericol, torturile, uciderile fără judecată.",18,7
314220,unknown_local_sample,"Desi despartite, lucrurile au unire.","Deși despărțite, lucrurile au unire.",5,3
35155,unknown_local_sample,Oferta contine asigurari ca toate necesitatile copiilor angajatilor AEM in aceste scoli vor putea fi indeplinite.,Oferta conține asigurări că toate necesitățile copiilor angajaților AEM în aceste școli vor putea fi îndeplinite.,16,9
26965,unknown_local_sample,"Ministrul rus de Externe, Serghei Lavrov:SUA nu vor lansa niciun atac asupra Coreei de Nord,intrucat Phenianul are arme nucleare astazi, 15:13 Autori: Mihai Draghici - Mediafax , Mediafax Administratia Donald Trump nu va putea lansa niciun atac asupra Coreei de Nord, intrucat stie cu certitudine ca regimul de la Phenian are armament nuclear care poate fi utilizat ca riposta, afirma ministrul rus de Externe, Serghei Lavrov.","Ministrul rus de Externe, Serghei Lavrov:SUA nu vor lansa niciun atac asupra Coreei de Nord,întrucât Phenianul are arme nucleare astăzi, 15:13 Autori: Mihai Draghici - Mediafax , Mediafax Administrația Donald Trump nu va putea lansa niciun atac asupra Coreei de Nord, întrucât știe cu certitudine că regimul de la Phenian are armament nuclear care poate fi utilizat ca ripostă, afirmă ministrul rus de Externe, Serghei Lavrov.",66,10
307460,unknown_local_sample,M-ai crescut... si mi-ai purtat de grija ca un frate.,M-ai crescut... și mi-ai purtat de grijă ca un frate.,10,2
237605,unknown_local_sample,"Soimul... se vede foarte adeseori figurina nu numai in colinde si balade, ci si-n celelalte specii de cintece poporane, ca o imagine vie de vitejie.","Șoimul... se vede foarte adeseori figurină nu numai în colinde și balade, ci și-n celelalte specii de cîntece poporane, ca o imagine vie de vitejie.",25,6
188122,unknown_local_sample,Una dintre eroinele filmului are drept animal de companie o maimuta.,Una dintre eroinele filmului are drept animal de companie o maimuță.,11,2
243231,unknown_local_sample,"Am vazut roade foarte frumoase in pomul din fundul gradinii, dar n-am putut gusta niciodata din ele.","Am văzut roade foarte frumoase în pomul din fundul grădinii, dar n-am putut gusta niciodată din ele.",17,4
54001,unknown_local_sample,China este faimoasa pentru curatarea ca prin vraja a aerului puternic poluat al Beijingului inaintea unor evenimente importante.,China este faimoasă pentru curățarea ca prin vrajă a aerului puternic poluat al Beijingului înaintea unor evenimente importante.,18,5
45632,unknown_local_sample,"Eforturile pentru independenta, printre care un referendum ilegal, ale guvernului regional au creat in Spania cea mai grava criza politica din ultimele decenii.","Eforturile pentru independență, printre care un referendum ilegal, ale guvernului regional au creat în Spania cea mai gravă criză politică din ultimele decenii.",23,6
119769,unknown_local_sample,Ne temem mai putin atunci cind intelegem si ne e mai usor sa renuntam la etichete atunci cind ii cunoastem pe cei diferiti.,Ne temem mai puțin atunci cînd înțelegem și ne e mai ușor să renunțăm la etichete atunci cînd îi cunoaștem pe cei diferiți.,23,13
375283,unknown_local_sample,"Si el ma dusmaneste acuma si ma paste, dar mie nici nu-mi pasa.","Și el mă dușmănește acuma și mă paște, dar mie nici nu-mi pasă.",13,9
175795,unknown_local_sample,"astazi, 16:16 Autor: Alexandra Cepareanu Depozitele si disponibilitatile populatiei in banci au crescut in 2017 cu 15 miliarde de lei, in timp ce creditarea a inregistrat o crestere de doar 9 miliarde de lei, de la 113 miliarde de lei la 122 de miliarde de lei, potrivit datelor statistice publicate de BNR.","astăzi, 16:16 Autor: Alexandra Cepăreanu Depozitele și disponibilitățile populației în bănci au crescut în 2017 cu 15 miliarde de lei, în timp ce creditarea a înregistrat o creștere de doar 9 miliarde de lei, de la 113 miliarde de lei la 122 de miliarde de lei, potrivit datelor statistice publicate de BNR.",52,12
33019,unknown_local_sample,Germana si engleza sunt cele mai cautate limbi straine de angajatii romani 3 aug 2017 Autor: Mihaela Pascari Citeste si: Nevoia companiilor de vorbitori de limbi straine contureaza o noua nisa pentru furnizorii de servicii: testarea si invatarea de limbi straine online „Izvorul“ de talente: noua din zece elevi invata la scoala cel putin doua limbi straine.,Germana și engleza sunt cele mai căutate limbi străine de angajații români 3 aug 2017 Autor: Mihaela Pascari Citeste si: Nevoia companiilor de vorbitori de limbi străine conturează o nouă nișă pentru furnizorii de servicii: testarea și învățarea de limbi străine online „Izvorul“ de talente: nouă din zece elevi învață la școală cel puțin două limbi străine.,57,24
202609,unknown_local_sample,"Contributia proprie a chinezilor a constat in faptul ca in traiul la comun a intrat si hrana, taranii luind masa la cantinele de stat.","Contribuția proprie a chinezilor a constat în faptul că în traiul la comun a intrat și hrana, țăranii luînd masa la cantinele de stat.",24,8
190360,unknown_local_sample,Berbec de ruda.,Berbec de rudă.,3,1
170326,unknown_local_sample,"Nu stiu cum i se spune in limba romana, cind am fost ultima data in Romania, usile se trinteau atit de des, incit nu cred ca e cunoscut pe-acolo.","Nu știu cum i se spune în limba română, cînd am fost ultima dată în România, ușile se trînteau atît de des, încît nu cred că e cunoscut pe-acolo.",29,14
331701,unknown_local_sample,Trece trenutul plin cu oalele de fonta lichida spre otelarie.,Trece trenuțul plin cu oalele de fontă lichidă spre oțelărie.,10,5
134222,unknown_local_sample,"1 in piata, vrem sa fim o banca antreprenoriala, nu corporatista.","1 în piață, vrem să fim o bancă antreprenorială, nu corporatistă.",11,7
188871,unknown_local_sample,Ai sa faci asa?,Ai să faci așa?,4,2
